,Index (),ENGINE_RUN_TINE (),ENGINE_RPM (),VEHICLE_SPEED (),THROTTLE (),ENGINE_LOAD (),COOLANT_TEMPERATURE (),LONG_TERM_FUEL_TRIM_BANK_1 (),SHORT_TERM_FUEL_TRIM_BANK_1 (),INTAKE_MANIFOLD_PRESSURE (),FUEL_TANK (),ABSOLUTE_THROTTLE_B (),PEDAL_D (),PEDAL_E (),COMMANDED_THROTTLE_ACTUATOR (),FUEL_AIR_COMMANDED_EQUIV_RATIO (),ABSOLUTE_BAROMETRIC_PRESSURE (),RELATIVE_THROTTLE_POSITION (),INTAKE_AIR_TEMP (),TIMING_ADVANCE (),CATALYST_TEMPERATURE_BANK1_SENSOR1 (),CATALYST_TEMPERATURE_BANK1_SENSOR2 (),CONTROL_MODULE_VOLTAGE (),COMMANDED_EVAPORATIVE_PURGE (),TIME_RUN_WITH_MIL_ON (),TIME_SINCE_TROUBLE_CODES_CLEARED (),DISTANCE_TRAVELED_WITH_MIL_ON (),WARM_UPS_SINCE_CODES_CLEARED (),N_RAD,DIV,GANG,BESCHLEUNIGUNG,LEISTUNG,DREHMOMENT
0,0,0,0.0,0.0,17.647058,0.0,81,-4.6875,0.0,101,60.392159,49.803921,16.078432,31.764706,17.254902,0,100,0.0,45,5,424.799988,251.5,12.382,0.0,0,8260,0,255,0.0,,1.0,0.0,0.0,0.0
1,0,0,0.0,0.0,17.647058,0.0,81,-4.6875,0.0,101,60.392159,49.803921,16.078432,31.764706,17.254902,0,100,0.0,45,5,424.799988,251.5,12.382,0.0,0,8260,0,255,0.0,,1.0,0.0,0.0,0.0
2,0,0,0.0,0.0,17.647058,0.0,81,-4.6875,0.0,101,60.392159,49.803921,16.078432,31.764706,17.254902,0,100,0.0,45,5,424.799988,251.5,12.363,0.0,0,8260,0,255,0.0,,1.0,0.0,0.0,0.0
3,0,0,0.0,0.0,17.647058,0.0,81,-4.6875,0.0,101,60.392159,49.803921,16.078432,31.764706,17.254902,0,100,0.0,45,5,424.799988,251.5,12.363,0.0,0,8260,0,255,0.0,,1.0,0.0,0.0,0.0
4,0,0,4.0875,0.0,17.254902,88.627449,81,-4.6875,0.0,83,60.392159,49.803921,16.078432,31.764706,17.254902,0,100,0.0,45,5,424.799988,251.5,12.363,0.0,0,8260,0,255,0.0,0.0,1.0,0.0,0.0,0.0
5,0,0,4.0875,0.0,17.254902,88.627449,81,-4.6875,0.0,83,60.392159,49.803921,16.078432,31.764706,17.254902,0,100,0.0,45,5,424.799988,251.5,12.363,0.0,0,8260,0,255,0.0,0.0,1.0,0.0,0.0,0.0
6,0,0,4.0875,0.0,17.254902,88.627449,81,-4.6875,0.0,83,60.392159,49.019608,16.078432,31.764706,20.392157,0,100,0.0,45,5,424.799988,251.5,12.031,0.0,0,8260,0,255,0.0,0.0,1.0,0.0,0.0,0.0
7,0,0,18.8,0.0,17.254902,30.588236,81,0.0,0.0,32,60.392159,49.019608,16.078432,31.764706,20.392157,0,100,0.0,45,5,424.799988,251.5,12.031,0.0,0,8260,0,255,0.0,0.0,1.0,0.0,0.0,0.0
8,0,2,18.8,0.0,19.215687,30.588236,81,0.0,0.0,32,60.392159,49.019608,16.078432,31.764706,20.392157,0,100,0.0,46,2,424.799988,251.5,12.031,0.0,0,8260,0,255,0.0,0.0,1.0,0.0,0.0,0.0
9,0,2,18.8,0.0,19.215687,30.588236,81,0.0,0.0,32,60.392159,49.019608,16.078432,31.764706,20.392157,0,100,0.0,46,2,64.099998,63.300003,11.894,0.0,0,8260,0,255,0.0,0.0,1.0,0.0,0.0,0.0
10,0,2,18.8,0.0,19.215687,30.588236,81,0.0,0.0,32,60.392159,51.372547,16.078432,31.764706,19.215687,0,100,0.0,46,2,64.099998,63.300003,11.894,0.0,0,8260,0,255,0.0,0.0,1.0,0.0,0.0,0.0
11,0,2,18.554166666666667,0.0,19.215687,31.764706,80,0.0,0.0,33,60.392159,51.372547,16.078432,31.764706,19.215687,0,100,0.0,46,2,64.099998,63.300003,11.894,0.0,0,8260,0,255,0.0,0.0,1.0,0.0,0.0,0.0
12,0,3,18.554166666666667,0.0,19.215687,31.764706,80,0.0,0.0,33,60.392159,51.372547,16.078432,31.764706,19.215687,0,100,0.0,46,2,64.099998,63.300003,11.894,0.0,0,8260,0,255,0.0,0.0,1.0,0.0,0.0,0.0
13,0,3,18.554166666666667,0.0,19.215687,31.764706,80,0.0,0.0,33,60.392159,51.372547,16.078432,31.764706,18.82353,0,100,0.0,46,2,67.400002,63.300003,13.613,0.0,0,8260,0,255,0.0,0.0,1.0,0.0,0.0,0.0
14,0,3,18.554166666666667,0.0,19.215687,31.764706,80,0.0,0.0,33,60.392159,51.372547,16.078432,31.764706,18.82353,0,100,0.0,46,2,67.400002,63.300003,13.613,0.0,0,8260,0,255,0.0,0.0,1.0,0.0,0.0,0.0
15,0,5,15.375,0.0,18.82353,35.294117,80,-0.78125,0.0,35,60.392159,51.372547,16.078432,31.764706,18.82353,0,100,0.0,47,7,67.400002,63.300003,13.613,0.0,0,8260,0,255,0.0,0.0,1.0,0.0,0.0,0.0
16,0,5,15.375,0.0,18.82353,35.294117,80,-0.78125,0.0,35,60.392159,51.372547,16.078432,31.764706,18.82353,0,100,0.0,47,7,67.400002,63.300003,13.613,0.0,0,8260,0,255,0.0,0.0,1.0,0.0,0.0,0.0
17,0,5,15.375,0.0,18.82353,35.294117,80,-0.78125,0.0,35,60.392159,50.980392,16.078432,31.764706,18.82353,0,100,0.0,47,7,69.699997,63.300003,13.808,0.0,0,8260,0,255,0.0,0.0,1.0,0.0,0.0,0.0
18,0,5,15.375,0.0,18.82353,35.686275,79,-0.78125,0.0,35,60.392159,50.980392,16.078432,31.764706,18.82353,0,100,0.0,47,7,69.699997,63.300003,13.808,0.0,0,8260,0,255,0.0,0.0,1.0,0.0,0.0,0.0
19,0,7,14.191666666666666,0.0,18.82353,35.686275,79,-0.78125,0.0,35,60.392159,50.980392,16.078432,31.764706,18.82353,0,100,0.0,48,7,69.699997,63.300003,13.808,0.0,0,8260,0,255,0.0,0.0,1.0,0.0,0.0,0.0
20,0,7,14.191666666666666,0.0,18.82353,35.686275,79,-0.78125,0.0,35,60.392159,50.980392,16.078432,31.764706,18.82353,0,100,0.0,48,7,74.900002,63.300003,13.769,0.0,0,8260,0,255,0.0,0.0,1.0,0.0,0.0,0.0
21,0,7,14.191666666666666,0.0,18.82353,35.686275,79,-0.78125,0.0,35,60.392159,50.588234,16.078432,31.764706,18.82353,0,100,0.0,48,7,74.900002,63.300003,13.769,0.0,0,8260,0,255,0.0,0.0,1.0,0.0,0.0,0.0
22,0,7,13.929166666666667,0.0,18.82353,36.470589,79,-0.78125,0.0,36,60.392159,50.588234,16.078432,31.764706,18.82353,0,100,0.0,48,4,74.900002,63.300003,13.769,0.0,0,8260,0,255,0.0,0.0,1.0,0.0,0.0,0.0
23,0,9,13.929166666666667,0.0,18.82353,36.470589,79,-0.78125,0.0,36,60.392159,50.588234,16.078432,31.764706,18.82353,0,100,0.0,48,4,74.900002,63.300003,13.769,0.0,0,8260,0,255,0.0,0.0,1.0,0.0,0.0,0.0
24,0,9,13.929166666666667,0.0,18.82353,36.470589,79,-0.78125,0.0,36,60.392159,50.980392,16.078432,31.764706,18.82353,0,100,0.0,48,4,80.699997,63.300003,13.75,0.0,0,8260,0,255,0.0,0.0,1.0,0.0,0.0,0.0
25,0,9,13.929166666666667,0.0,18.82353,36.470589,79,-0.78125,0.0,36,60.392159,50.980392,16.078432,31.764706,18.82353,0,100,0.0,48,4,80.699997,63.300003,13.75,0.0,0,8260,0,255,0.0,0.0,1.0,0.0,0.0,0.0
26,0,11,13.854166666666666,0.0,18.82353,37.254902,80,-0.78125,0.0,37,60.392159,50.980392,16.078432,31.764706,18.82353,0,100,0.0,48,1,80.699997,63.300003,13.75,0.0,0,8260,0,255,0.0,0.0,1.0,0.0,0.0,0.0
27,0,11,13.854166666666666,0.0,18.82353,37.254902,80,-0.78125,0.0,37,60.392159,50.980392,16.078432,31.764706,18.82353,0,100,0.0,48,1,80.699997,63.300003,13.75,0.0,0,8260,0,255,0.0,0.0,1.0,0.0,0.0,0.0
28,0,11,13.854166666666666,0.0,18.82353,37.254902,80,-0.78125,0.0,37,60.392159,50.980392,16.078432,31.764706,18.82353,0,100,0.0,48,1,87.099998,63.300003,13.75,0.0,0,8260,0,255,0.0,0.0,1.0,0.0,0.0,0.0
29,0,11,13.854166666666666,0.0,18.82353,37.64706,80,-0.78125,-1.5625,37,60.392159,50.980392,16.078432,31.764706,18.82353,0,100,0.0,48,1,87.099998,63.300003,13.75,0.0,0,8260,0,255,0.0,0.0,1.0,0.0,0.0,0.0
30,0,12,13.958333333333334,0.0,18.82353,37.64706,80,-0.78125,-1.5625,37,60.392159,50.980392,16.078432,31.764706,18.82353,0,100,0.0,48,0,87.099998,63.300003,13.75,0.0,0,8260,0,255,0.0,0.0,1.0,0.0,0.0,0.0
31,0,12,13.958333333333334,0.0,18.82353,37.64706,80,-0.78125,-1.5625,37,60.392159,50.980392,16.078432,31.764706,18.82353,0,100,0.0,48,0,90.399994,63.300003,13.339,0.0,0,8260,0,255,0.0,0.0,1.0,0.0,0.0,0.0
32,0,12,13.958333333333334,0.0,18.82353,37.64706,80,-0.78125,-1.5625,37,60.392159,50.980392,16.078432,31.764706,18.82353,0,100,0.0,48,0,90.399994,63.300003,13.339,0.0,0,8260,0,255,0.0,0.0,1.0,0.0,0.0,0.0
33,0,12,10.558333333333334,0.0,19.215687,48.235294,80,-2.34375,-1.5625,49,60.392159,50.980392,16.078432,31.764706,18.82353,0,100,0.0,48,7,90.399994,63.300003,13.339,0.0,0,8260,0,255,0.0,0.0,1.0,0.0,0.0,0.0
34,0,14,10.558333333333334,0.0,19.215687,48.235294,80,-2.34375,-1.5625,49,60.392159,50.980392,16.078432,31.764706,18.82353,0,100,0.0,48,7,90.399994,63.300003,13.339,0.0,0,8260,0,255,0.0,0.0,1.0,0.0,0.0,0.0
35,0,14,10.558333333333334,0.0,19.215687,48.235294,80,-2.34375,-1.5625,49,60.392159,51.372547,16.078432,31.764706,19.215687,0,100,0.0,48,7,97.300003,63.400002,13.808,0.0,0,8260,0,255,0.0,0.0,1.0,0.0,0.0,0.0
36,0,14,10.558333333333334,0.0,19.215687,48.235294,80,-2.34375,-1.5625,49,60.392159,51.372547,16.078432,31.764706,19.215687,0,100,0.0,48,7,97.300003,63.400002,13.808,0.0,0,8260,0,255,0.0,0.0,1.0,0.0,0.0,0.0
37,0,14,10.4,0.0,19.215687,51.372547,81,-1.5625,1.5625,54,60.392159,51.372547,16.078432,31.764706,19.215687,0,100,0.0,48,7,97.300003,63.400002,13.808,0.0,0,8260,0,255,0.0,0.0,1.0,0.0,0.0,0.0
38,0,16,10.4,0.0,19.215687,51.372547,81,-1.5625,1.5625,54,59.607841,51.372547,16.078432,31.764706,19.215687,0,100,0.0,48,7,97.300003,63.400002,13.808,0.0,0,8260,0,255,0.0,0.0,1.0,0.0,0.0,0.0
39,0,16,10.4,0.0,19.215687,51.372547,81,-1.5625,1.5625,54,59.607841,51.372547,16.078432,31.764706,19.215687,0,100,0.0,48,7,104.800003,63.5,13.789,0.0,0,8260,0,255,0.0,0.0,1.0,0.0,0.0,0.0
40,0,16,10.4,0.0,19.215687,46.666668,81,-2.34375,0.0,54,59.607841,51.372547,16.078432,31.764706,19.215687,0,100,0.0,48,7,104.800003,63.5,13.789,0.0,0,8260,0,255,0.0,0.0,1.0,1.3888888888888888,0.0,0.0
41,0,18,15.104166666666666,1.3888888888888888,20.784313,46.666668,81,-2.34375,0.0,52,59.607841,51.372547,16.078432,31.764706,19.215687,0,100,0.0,48,4,104.800003,63.5,13.789,0.0,0,8260,0,255,0.7583140036777937,0.05020561679521945,1.0,0.0,173.13359686321158,1.8244699034964642
42,0,18,15.104166666666666,1.3888888888888888,20.784313,46.666668,81,-2.34375,0.0,52,58.823528,51.372547,16.078432,31.764706,19.215687,0,100,0.0,48,4,113.199997,63.699997,13.75,0.0,0,8260,0,255,0.7583140036777937,0.05020561679521945,1.0,0.0,173.13359686321158,1.8244699034964642
43,0,18,15.104166666666666,1.3888888888888888,20.784313,46.666668,81,-2.34375,0.0,52,58.823528,52.156864,19.607843,35.294117,20.0,0,100,0.784314,48,4,113.199997,63.699997,13.75,0.0,0,8260,0,255,0.7583140036777937,0.05020561679521945,1.0,1.1111111111111112,3605.5410042706194,37.99494244500349
44,0,18,19.908333333333335,2.5,19.215687,31.764706,81,0.0,-6.25,30,58.823528,52.156864,19.607843,35.294117,20.0,0,100,0.784314,48,19,113.199997,63.699997,13.75,0.0,0,8260,0,255,1.3649652066200286,0.0685625051462551,1.0,0.0,315.69851640625,2.5240023705983154
45,0,20,19.908333333333335,2.5,19.215687,31.764706,81,0.0,-6.25,30,52.156864,52.156864,19.607843,35.294117,20.0,0,100,0.784314,48,19,113.199997,63.699997,13.75,0.0,0,8260,0,255,1.3649652066200286,0.0685625051462551,1.0,0.0,315.69851640625,2.5240023705983154
46,0,20,19.908333333333335,2.5,19.215687,31.764706,81,0.0,-6.25,30,52.156864,52.941177,16.078432,31.764706,19.215687,0,100,1.568627,48,19,117.699997,63.699997,13.417,0.0,0,8260,0,255,1.3649652066200286,0.0685625051462551,1.0,0.0,315.69851640625,2.5240023705983154
47,0,20,19.908333333333335,2.5,19.215687,31.764706,81,0.0,-6.25,30,52.156864,52.941177,16.078432,31.764706,19.215687,0,100,1.568627,48,19,117.699997,63.699997,13.417,0.0,0,8260,0,255,1.3649652066200286,0.0685625051462551,1.0,0.0,315.69851640625,2.5240023705983154
48,0,20,11.9375,2.5,19.215687,51.764706,81,-2.34375,-0.78125,51,52.156864,52.941177,16.078432,31.764706,19.215687,0,100,1.568627,48,7,117.699997,63.699997,13.417,0.0,0,8260,0,255,1.3649652066200286,0.11434263510953119,1.0,0.0,315.69851640625,4.209313552083334
49,0,21,11.9375,2.5,19.215687,51.764706,81,-2.34375,-0.78125,51,49.411766,52.941177,16.078432,31.764706,19.215687,0,100,1.568627,48,7,117.699997,63.699997,13.417,0.0,0,8260,0,255,1.3649652066200286,0.11434263510953119,1.0,0.0,315.69851640625,4.209313552083334
50,0,21,11.9375,2.5,19.215687,51.764706,81,-2.34375,-0.78125,51,49.411766,53.333332,20.392157,36.470589,20.784313,0,100,1.568627,48,7,126.399994,63.900002,13.691,0.0,0,8260,0,255,1.3649652066200286,0.11434263510953119,1.0,0.0,315.69851640625,4.209313552083334
51,0,21,11.9375,2.5,19.215687,54.509804,82,-1.5625,-3.125,51,49.411766,53.333332,20.392157,36.470589,20.784313,0,100,1.568627,48,7,126.399994,63.900002,13.691,0.0,0,8260,0,255,1.3649652066200286,0.11434263510953119,1.0,1.1111111111111112,6494.031849739585,86.58709132986114
52,0,23,15.920833333333333,3.611111111111111,20.0,54.509804,82,-1.5625,-3.125,53,49.411766,53.333332,20.392157,36.470589,20.784313,0,100,1.568627,48,14,126.399994,63.900002,13.691,0.0,0,8260,0,255,1.9716164095622637,0.12383876950927593,1.0,0.0,465.22007946780695,4.650983259793308
53,0,23,15.920833333333333,3.611111111111111,20.0,54.509804,82,-1.5625,-3.125,53,47.450981,53.333332,20.392157,36.470589,20.784313,0,100,1.568627,48,14,136.399994,64.199997,13.75,0.0,0,8260,0,255,1.9716164095622637,0.12383876950927593,1.0,0.0,465.22007946780695,4.650983259793308
54,0,23,15.920833333333333,3.611111111111111,20.0,54.509804,82,-1.5625,-3.125,53,47.450981,52.156864,18.82353,34.901962,19.607843,0,100,0.784314,48,14,136.399994,64.199997,13.75,0.0,0,8260,0,255,1.9716164095622637,0.12383876950927593,1.0,0.5555555555555558,4927.349709097439,49.260601645517454
55,0,23,17.55,4.166666666666667,19.607843,37.64706,82,-0.78125,4.6875,39,47.450981,52.156864,18.82353,34.901962,19.607843,0,100,0.784314,48,7,136.399994,64.199997,13.75,0.0,0,8260,0,255,2.274942011033381,0.12962632541500746,1.0,0.0,543.555802806713,4.929684631342934
56,0,25,17.55,4.166666666666667,19.607843,37.64706,82,-0.78125,4.6875,39,50.196079,52.156864,18.82353,34.901962,19.607843,0,100,0.784314,48,7,136.399994,64.199997,13.75,0.0,0,8260,0,255,2.274942011033381,0.12962632541500746,1.0,0.0,543.555802806713,4.929684631342934
57,0,25,17.55,4.166666666666667,19.607843,37.64706,82,-0.78125,4.6875,39,50.196079,52.156864,19.215687,34.901962,19.607843,0,100,0.392157,48,7,146.399994,64.599998,13.75,0.0,0,8260,0,255,2.274942011033381,0.12962632541500746,1.0,0.0,543.555802806713,4.929684631342934
58,0,25,17.55,4.166666666666667,19.607843,37.64706,82,-0.78125,4.6875,39,50.196079,52.156864,19.215687,34.901962,19.607843,0,100,0.392157,48,7,146.399994,64.599998,13.75,0.0,0,8260,0,255,2.274942011033381,0.12962632541500746,1.0,0.0,543.555802806713,4.929684631342934
59,0,25,17.275,4.166666666666667,19.215687,34.901962,83,-1.5625,0.0,35,50.196079,52.156864,19.215687,34.901962,19.607843,0,100,0.392157,48,4,146.399994,64.599998,13.75,0.0,0,8260,0,255,2.274942011033381,0.13168984144911036,1.0,0.0,543.555802806713,5.008160074099479
60,0,27,17.275,4.166666666666667,19.215687,34.901962,83,-1.5625,0.0,35,56.07843,52.156864,19.215687,34.901962,19.607843,0,100,0.392157,48,4,146.399994,64.599998,13.75,0.0,0,8260,0,255,2.274942011033381,0.13168984144911036,1.0,0.0,543.555802806713,5.008160074099479
61,0,27,17.275,4.166666666666667,19.215687,34.901962,83,-1.5625,0.0,35,56.07843,51.372547,16.078432,31.764706,19.215687,0,100,0.0,48,4,151.199997,64.800003,13.75,0.0,0,8260,0,255,2.274942011033381,0.13168984144911036,1.0,0.0,543.555802806713,5.008160074099479
62,0,27,17.275,4.166666666666667,19.215687,35.686275,83,-1.5625,3.90625,35,56.07843,51.372547,16.078432,31.764706,19.215687,0,100,0.0,48,4,151.199997,64.800003,13.75,0.0,0,8260,0,255,2.274942011033381,0.13168984144911036,1.0,0.0,543.555802806713,5.008160074099479
63,0,29,16.741666666666667,4.166666666666667,19.215687,35.686275,83,-1.5625,3.90625,35,56.07843,51.372547,16.078432,31.764706,19.215687,0,100,0.0,48,3,151.199997,64.800003,13.75,0.0,0,8260,0,255,2.274942011033381,0.13588503799104318,1.0,0.0,543.555802806713,5.167703252169348
64,0,29,16.741666666666667,4.166666666666667,19.215687,35.686275,83,-1.5625,3.90625,35,52.549019,51.372547,16.078432,31.764706,19.215687,0,100,0.0,48,3,160.199997,65.199997,13.75,0.0,0,8260,0,255,2.274942011033381,0.13588503799104318,1.0,0.0,543.555802806713,5.167703252169348
65,0,29,16.741666666666667,4.166666666666667,19.215687,35.686275,83,-1.5625,3.90625,35,52.549019,51.372547,16.078432,31.764706,19.215687,0,100,0.0,48,3,160.199997,65.199997,13.75,0.0,0,8260,0,255,2.274942011033381,0.13588503799104318,1.0,-0.2777777777777781,0.0,0.0
66,0,29,16.416666666666668,3.888888888888889,19.215687,36.470589,83,-1.5625,1.5625,37,52.549019,51.372547,16.078432,31.764706,19.215687,0,100,0.0,48,2,160.199997,65.199997,13.75,0.0,0,8260,0,255,2.1232792102978224,0.12933680468819223,1.0,0.0,504.0497709662208,4.886980012921227
67,0,30,16.416666666666668,3.888888888888889,19.215687,36.470589,83,-1.5625,1.5625,37,49.411766,51.372547,16.078432,31.764706,19.215687,0,100,0.0,48,2,160.199997,65.199997,13.75,0.0,0,8260,0,255,2.1232792102978224,0.12933680468819223,1.0,0.0,504.0497709662208,4.886980012921227
68,0,30,16.416666666666668,3.888888888888889,19.215687,36.470589,83,-1.5625,1.5625,37,49.411766,51.372547,16.078432,31.764706,19.215687,0,100,0.0,48,2,168.800003,65.699997,13.75,0.0,0,8260,0,255,2.1232792102978224,0.12933680468819223,1.0,0.0,504.0497709662208,4.886980012921227
69,0,30,16.416666666666668,3.888888888888889,19.215687,36.470589,83,-1.5625,1.5625,37,49.411766,51.372547,16.078432,31.764706,19.215687,0,100,0.0,48,2,168.800003,65.699997,13.75,0.0,0,8260,0,255,2.1232792102978224,0.12933680468819223,1.0,0.2777777777777781,2906.7349561514093,28.18204957486899
70,0,30,16.104166666666668,4.166666666666667,19.215687,37.64706,83,-1.5625,4.6875,38,49.411766,51.372547,16.078432,31.764706,19.215687,0,100,0.0,48,-1,168.800003,65.699997,13.75,0.0,0,8260,0,255,2.274942011033381,0.1412641869723186,1.0,0.0,543.555802806713,5.3722721001853655
71,0,32,16.104166666666668,4.166666666666667,19.215687,37.64706,83,-1.5625,4.6875,38,52.549019,51.372547,16.078432,31.764706,19.215687,0,100,0.0,48,-1,168.800003,65.699997,13.75,0.0,0,8260,0,255,2.274942011033381,0.1412641869723186,1.0,0.0,543.555802806713,5.3722721001853655
72,0,32,16.104166666666668,4.166666666666667,19.215687,37.64706,83,-1.5625,4.6875,38,52.549019,51.372547,16.078432,31.764706,19.215687,0,100,0.0,48,-1,176.899994,66.099998,13.73,0.0,0,8260,0,255,2.274942011033381,0.1412641869723186,1.0,0.0,543.555802806713,5.3722721001853655
73,0,32,16.104166666666668,4.166666666666667,19.215687,36.862743,84,-1.5625,0.78125,38,52.549019,51.372547,16.078432,31.764706,19.215687,0,100,0.0,48,-1,176.899994,66.099998,13.73,0.0,0,8260,0,255,2.274942011033381,0.1412641869723186,1.0,-0.8333333333333339,0.0,0.0
74,0,34,16.275,3.333333333333333,19.215687,36.862743,84,-1.5625,0.78125,38,52.549019,51.372547,16.078432,31.764706,19.215687,0,100,0.0,48,-1,176.899994,66.099998,13.73,0.0,0,8260,0,255,1.8199536088267048,0.11182510653313087,1.0,0.0,427.018418287037,4.176165790723199
75,0,34,16.275,3.333333333333333,19.215687,36.862743,84,-1.5625,0.78125,38,56.862743,51.372547,16.078432,31.764706,19.215687,0,100,0.0,48,-1,180.800003,66.400002,13.73,0.0,0,8260,0,255,1.8199536088267048,0.11182510653313087,1.0,0.0,427.018418287037,4.176165790723199
76,0,34,16.275,3.333333333333333,19.215687,36.862743,84,-1.5625,0.78125,38,56.862743,51.372547,16.078432,31.764706,19.215687,0,100,0.0,48,-1,180.800003,66.400002,13.73,0.0,0,8260,0,255,1.8199536088267048,0.11182510653313087,1.0,0.0,427.018418287037,4.176165790723199
77,0,34,16.325,3.333333333333333,19.215687,36.862743,85,-1.5625,2.34375,38,56.862743,51.372547,16.078432,31.764706,19.215687,0,100,0.0,48,-1,180.800003,66.400002,13.73,0.0,0,8260,0,255,1.8199536088267048,0.11148261003532649,1.0,0.0,427.018418287037,4.16337508386034
78,0,36,16.325,3.333333333333333,19.215687,36.862743,85,-1.5625,2.34375,38,56.862743,51.372547,16.078432,31.764706,19.215687,0,100,0.0,48,-1,180.800003,66.400002,13.73,0.0,0,8260,0,255,1.8199536088267048,0.11148261003532649,1.0,0.0,427.018418287037,4.16337508386034
79,0,36,16.325,3.333333333333333,19.215687,36.862743,85,-1.5625,2.34375,38,64.705879,51.372547,16.078432,31.764706,19.215687,0,100,0.0,48,-1,188.5,66.900002,13.75,0.0,0,8260,0,255,1.8199536088267048,0.11148261003532649,1.0,0.0,427.018418287037,4.16337508386034
80,0,36,16.325,3.333333333333333,19.215687,36.862743,85,-1.5625,2.34375,38,64.705879,51.372547,16.078432,31.764706,19.215687,0,100,0.0,48,-1,188.5,66.900002,13.75,0.0,0,8260,0,255,1.8199536088267048,0.11148261003532649,1.0,0.0,427.018418287037,4.16337508386034
81,0,36,16.2875,3.333333333333333,19.215687,36.862743,85,-1.5625,-0.78125,38,64.705879,51.372547,16.078432,31.764706,19.215687,0,100,0.0,48,0,188.5,66.900002,13.75,0.0,0,8260,0,255,1.8199536088267048,0.11173928526948301,1.0,0.0,427.018418287037,4.172960751743365
82,0,38,16.2875,3.333333333333333,19.215687,36.862743,85,-1.5625,-0.78125,38,72.15686,51.372547,16.078432,31.764706,19.215687,0,100,0.0,48,0,188.5,66.900002,13.75,0.0,0,8260,0,255,1.8199536088267048,0.11173928526948301,1.0,0.0,427.018418287037,4.172960751743365
83,0,38,16.2875,3.333333333333333,19.215687,36.862743,85,-1.5625,-0.78125,38,72.15686,51.372547,16.078432,31.764706,19.215687,0,100,0.0,48,0,195.899994,67.5,13.769,0.0,0,8260,0,255,1.8199536088267048,0.11173928526948301,1.0,0.0,427.018418287037,4.172960751743365
84,0,38,16.2875,3.333333333333333,19.215687,38.431374,85,-1.5625,0.78125,38,72.15686,51.372547,16.078432,31.764706,19.215687,0,100,0.0,48,0,195.899994,67.5,13.769,0.0,0,8260,0,255,1.8199536088267048,0.11173928526948301,1.0,-0.5555555555555554,0.0,0.0
85,0,40,13.058333333333334,2.7777777777777777,19.215687,38.431374,85,-1.5625,0.78125,42,72.15686,51.372547,16.078432,31.764706,19.215687,0,100,0.0,48,7,195.899994,67.5,13.769,0.0,0,8260,0,255,1.5166280073555873,0.11614254044841767,1.0,0.0,352.30594678069275,4.294220538296893
86,0,40,13.058333333333334,2.7777777777777777,19.215687,38.431374,85,-1.5625,0.78125,42,66.274513,51.372547,16.078432,31.764706,19.215687,0,100,0.0,48,7,203.100006,68.099998,13.769,0.0,0,8260,0,255,1.5166280073555873,0.11614254044841767,1.0,0.0,352.30594678069275,4.294220538296893
87,0,40,13.058333333333334,2.7777777777777777,19.215687,38.431374,85,-1.5625,0.78125,42,66.274513,51.372547,16.078432,31.764706,19.215687,0,100,0.0,48,7,203.100006,68.099998,13.496,0.0,0,8260,0,255,1.5166280073555873,0.11614254044841767,1.0,-0.2777777777777777,0.0,0.0
88,0,40,13.604166666666666,2.5,19.215687,45.490196,86,-1.5625,0.78125,45,66.274513,51.372547,16.078432,31.764706,19.215687,0,100,0.0,48,7,203.100006,68.099998,13.496,0.0,0,8260,0,255,1.3649652066200286,0.10033434903179383,1.0,0.0,315.69851640625,3.693624296085375
89,0,41,13.604166666666666,2.5,19.215687,45.490196,86,-1.5625,0.78125,45,66.274513,51.372547,16.078432,31.764706,19.215687,0,100,0.0,48,7,203.100006,68.099998,13.496,0.0,0,8260,0,255,1.3649652066200286,0.10033434903179383,1.0,0.0,315.69851640625,3.693624296085375
